seq_id,description,length,pred_class,bit_score,evalue,query_len,target_len
tr|A0A177CT64|A0A177CT64_9PLEO,tr|A0A177CT64|A0A177CT64_9PLEO Carbonic anhydrase OS=Paraphaeosphaeria sporulosa OX=1460663 GN=CC84DRAFT_1237746 PE=3 SV=1,560,8ca.beta.45,147.2,4.1e-46,560.0,381.0
tr|A0A177D030|A0A177D030_9PLEO,tr|A0A177D030|A0A177D030_9PLEO Carbonic anhydrase OS=Paraphaeosphaeria sporulosa OX=1460663 GN=CC84DRAFT_101181 PE=3 SV=1,211,8ca.alpha.45,25.9,2.6e-09,211.0,349.0
tr|A0A177DJ76|A0A177DJ76_ALTAL,tr|A0A177DJ76|A0A177DJ76_ALTAL Carbonic anhydrase OS=Alternaria alternata OX=5599 GN=CC77DRAFT_937213 PE=3 SV=1,168,8ca.alpha.45,76.5,1.0000000000000001e-24,168.0,349.0
tr|A0A177DLP4|A0A177DLP4_ALTAL,tr|A0A177DLP4|A0A177DLP4_ALTAL Carbonic anhydrase OS=Alternaria alternata OX=5599 GN=CC77DRAFT_87218 PE=3 SV=1,211,8ca.alpha.45,30.4,1.1e-10,211.0,349.0
tr|A0A177DUV0|A0A177DUV0_ALTAL,tr|A0A177DUV0|A0A177DUV0_ALTAL Carbonic anhydrase OS=Alternaria alternata OX=5599 GN=AA0117_g3740 PE=3 SV=1,231,8ca.alpha.45,15.9,2.9e-06,231.0,349.0
tr|A0A177E524|A0A177E524_ALTAL,tr|A0A177E524|A0A177E524_ALTAL Carbonic anhydrase OS=Alternaria alternata OX=5599 GN=AA0117_g12480 PE=3 SV=1,321,8ca.beta.45,145.0,2.0000000000000003e-45,321.0,381.0
tr|A0A177E6E5|A0A177E6E5_9BACT,tr|A0A177E6E5|A0A177E6E5_9BACT carbonic anhydrase OS=Thermodesulfatator autotrophicus OX=1795632 GN=TH606_06495 PE=3 SV=1,221,8ca.alpha.45,31.7,4.3e-11,221.0,349.0
tr|A0A177E6R9|A0A177E6R9_9BACT,tr|A0A177E6R9|A0A177E6R9_9BACT carbonic anhydrase OS=Thermodesulfatator autotrophicus OX=1795632 GN=TH606_09810 PE=3 SV=1,252,8ca.alpha.45,28.1,5.4e-10,252.0,349.0
tr|A0A177ERL0|A0A177ERL0_9EURO,tr|A0A177ERL0|A0A177ERL0_9EURO Carbonic anhydrase OS=Fonsecaea monophora OX=254056 GN=AYO21_11252 PE=3 SV=1,192,8ca.alpha.45,19.5,2.3e-07,192.0,349.0
tr|A0A177F1E9|A0A177F1E9_9EURO,tr|A0A177F1E9|A0A177F1E9_9EURO Carbonic anhydrase OS=Fonsecaea monophora OX=254056 GN=AYO21_07703 PE=3 SV=1,179,8ca.alpha.45,27.5,8.3e-10,179.0,349.0
tr|A0A177FAI7|A0A177FAI7_9EURO,tr|A0A177FAI7|A0A177FAI7_9EURO Carbonic anhydrase OS=Fonsecaea monophora OX=254056 GN=AYO21_04595 PE=3 SV=1,170,8ca.alpha.45,78.1,3.4e-25,170.0,349.0
tr|A0A177FK83|A0A177FK83_9EURO,tr|A0A177FK83|A0A177FK83_9EURO Carbonic anhydrase OS=Fonsecaea monophora OX=254056 GN=AYO21_01105 PE=3 SV=1,237,8ca.alpha.45,32.3,2.9e-11,237.0,349.0
tr|A0A177FMJ8|A0A177FMJ8_9EURO,tr|A0A177FMJ8|A0A177FMJ8_9EURO Carbonic anhydrase OS=Fonsecaea monophora OX=254056 GN=AYO21_00102 PE=3 SV=1,217,8ca.alpha.45,23.3,1.6e-08,217.0,349.0
tr|A0A177G7H3|A0A177G7H3_9PROT,tr|A0A177G7H3|A0A177G7H3_9PROT Carbonic anhydrase OS=Acetobacter malorum OX=178901 GN=Amal_02012 PE=3 SV=1,227,8ca.alpha.45,18.9,3.4e-07,227.0,349.0
tr|A0A177H6H6|A0A177H6H6_9RHOB,tr|A0A177H6H6|A0A177H6H6_9RHOB Carbonic anhydrase OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=cynT PE=3 SV=1,216,8ca.alpha.45,11.6,5.7e-05,216.0,349.0
tr|A0A177HGJ3|A0A177HGJ3_9ACTN,tr|A0A177HGJ3|A0A177HGJ3_9ACTN Carbonic anhydrase 2 OS=Streptomyces jeddahensis OX=1716141 GN=mtcA2 PE=3 SV=1,261,8ca.alpha.45,17.6,8.3e-07,261.0,349.0
tr|A0A177HI01|A0A177HI01_9ACTN,tr|A0A177HI01|A0A177HI01_9ACTN Carbonic anhydrase OS=Streptomyces jeddahensis OX=1716141 GN=cynT_3 PE=3 SV=1,349,NO_HIT,,,,
tr|A0A177HMD5|A0A177HMD5_9ACTN,tr|A0A177HMD5|A0A177HMD5_9ACTN C4-dicarboxylic acid transporter DauA OS=Streptomyces jeddahensis OX=1716141 GN=dauA_2 PE=3 SV=1,831,8ca.alpha.45,17.4,9.8e-07,831.0,349.0
tr|A0A177HMV4|A0A177HMV4_9ACTN,tr|A0A177HMV4|A0A177HMV4_9ACTN Carbonic anhydrase OS=Streptomyces jeddahensis OX=1716141 GN=cynT_2 PE=3 SV=1,196,8ca.alpha.45,11.6,5.8e-05,196.0,349.0
tr|A0A177HXK9|A0A177HXK9_9ACTN,tr|A0A177HXK9|A0A177HXK9_9ACTN carbonic anhydrase OS=Streptomyces jeddahensis OX=1716141 GN=mtcA1 PE=3 SV=1,189,8ca.alpha.45,69.9,1.1e-22,189.0,349.0
tr|A0A177I0M7|A0A177I0M7_9ACTN,tr|A0A177I0M7|A0A177I0M7_9ACTN Carbonic anhydrase OS=Streptomyces jeddahensis OX=1716141 GN=cynT_1 PE=3 SV=1,202,8ca.alpha.45,17.5,9.4e-07,202.0,349.0
tr|A0A177JQE7|A0A177JQE7_SPHYA,tr|A0A177JQE7|A0A177JQE7_SPHYA Carbonic anhydrase OS=Sphingobium yanoikuyae OX=13690 GN=AX777_09160 PE=3 SV=1,212,NO_HIT,,,,
tr|A0A177JYU6|A0A177JYU6_SPHYA,tr|A0A177JYU6|A0A177JYU6_SPHYA carbonic anhydrase OS=Sphingobium yanoikuyae OX=13690 GN=AX777_09610 PE=3 SV=1,258,8ca.alpha.45,19.7,2e-07,258.0,349.0
tr|A0A177KEI3|A0A177KEI3_9MICO,tr|A0A177KEI3|A0A177KEI3_9MICO Carbonic anhydrase OS=Microbacterium oleivorans OX=273677 GN=AYL44_03025 PE=3 SV=1,211,8ca.alpha.45,26.9,1.3e-09,211.0,349.0
tr|A0A177KIC8|A0A177KIC8_9BACI,tr|A0A177KIC8|A0A177KIC8_9BACI carbonic anhydrase OS=Domibacillus aminovorans OX=29332 GN=AWH48_12440 PE=3 SV=1,191,8ca.alpha.45,174.7,1.5e-54,191.0,349.0
tr|A0A177KX05|A0A177KX05_9PSED,tr|A0A177KX05|A0A177KX05_9PSED Carbonic anhydrase OS=Pseudomonas monteilii OX=76759 GN=AYJ70_10440 PE=3 SV=1,239,8ca.alpha.45,24.8,5.6e-09,239.0,349.0
tr|A0A177L4K6|A0A177L4K6_9BACI,tr|A0A177L4K6|A0A177L4K6_9BACI carbonic anhydrase OS=Domibacillus aminovorans OX=29332 GN=AWH49_17395 PE=3 SV=1,191,8ca.alpha.45,172.6,6.5e-54,191.0,349.0
tr|A0A177LKN4|A0A177LKN4_9FLAO,tr|A0A177LKN4|A0A177LKN4_9FLAO Carbonic anhydrase OS=Chryseobacterium sp. FP211-J200 OX=1792309 GN=AXA65_12240 PE=3 SV=1,225,8ca.alpha.45,27.1,1.1e-09,225.0,349.0
tr|A0A177LWE5|A0A177LWE5_METMH,tr|A0A177LWE5|A0A177LWE5_METMH Carbonic anhydrase OS=Methylomonas methanica OX=421 GN=A1332_21695 PE=3 SV=1,210,8ca.alpha.45,16.2,2.3e-06,210.0,349.0
tr|A0A177M0Q8|A0A177M0Q8_METMH,tr|A0A177M0Q8|A0A177M0Q8_METMH Carbonic anhydrase OS=Methylomonas methanica OX=421 GN=A1353_21495 PE=3 SV=1,210,8ca.alpha.45,16.2,2.3e-06,210.0,349.0
tr|A0A177M6I4|A0A177M6I4_METMH,tr|A0A177M6I4|A0A177M6I4_METMH Carbonic anhydrase OS=Methylomonas methanica OX=421 GN=A1332_17905 PE=3 SV=1,211,8ca.alpha.45,12.1,3.9e-05,211.0,349.0
tr|A0A177MAW7|A0A177MAW7_METMH,tr|A0A177MAW7|A0A177MAW7_METMH Carbonic anhydrase OS=Methylomonas methanica OX=421 GN=A1332_02930 PE=3 SV=1,210,8ca.alpha.45,14.2,8.9e-06,210.0,349.0
tr|A0A177MV65|A0A177MV65_METMH,tr|A0A177MV65|A0A177MV65_METMH Carbonic anhydrase OS=Methylomonas methanica OX=421 GN=A1353_04655 PE=3 SV=1,311,8ca.beta.45,139.5,9e-44,311.0,381.0
tr|A0A177NCR2|A0A177NCR2_9GAMM,tr|A0A177NCR2|A0A177NCR2_9GAMM Carbonic anhydrase OS=Methylomonas koyamae OX=702114 GN=A1507_13475 PE=3 SV=1,210,8ca.alpha.45,14.6,7e-06,210.0,349.0
tr|A0A177NDL9|A0A177NDL9_9GAMM,tr|A0A177NDL9|A0A177NDL9_9GAMM Carbonic anhydrase OS=Methylomonas lenta OX=980561 GN=A1359_09065 PE=3 SV=1,210,8ca.alpha.45,14.7,6.5e-06,210.0,349.0
tr|A0A177NE87|A0A177NE87_9GAMM,tr|A0A177NE87|A0A177NE87_9GAMM Carbonic anhydrase OS=Methylomonas koyamae OX=702114 GN=A1355_10045 PE=3 SV=1,210,8ca.alpha.45,15.1,5e-06,210.0,349.0
tr|A0A177NRZ1|A0A177NRZ1_9GAMM,tr|A0A177NRZ1|A0A177NRZ1_9GAMM Carbonic anhydrase OS=Methylomonas koyamae OX=702114 GN=A1507_06465 PE=3 SV=1,210,8ca.alpha.45,14.1,9.6e-06,210.0,349.0
tr|A0A177PDL0|A0A177PDL0_9HYPH,tr|A0A177PDL0|A0A177PDL0_9HYPH carbonic anhydrase OS=Methylosinus sp. R-45379 OX=980563 GN=A1351_11930 PE=3 SV=1,246,8ca.beta.45,221.5,1.1e-68,246.0,381.0
tr|A0A177PF16|A0A177PF16_9GAMM,tr|A0A177PF16|A0A177PF16_9GAMM Carbonic anhydrase OS=Methylomonas koyamae OX=702114 GN=A1355_17260 PE=3 SV=1,210,8ca.alpha.45,12.7,2.7e-05,210.0,349.0
tr|A0A177PLH4|A0A177PLH4_9HYPH,tr|A0A177PLH4|A0A177PLH4_9HYPH Carbonic anhydrase OS=Methylosinus sp. R-45379 OX=980563 GN=A1351_06200 PE=3 SV=1,239,NO_HIT,,,,
tr|A0A177QAZ1|A0A177QAZ1_9PROT,tr|A0A177QAZ1|A0A177QAZ1_9PROT Carbonic anhydrase OS=Rhizomicrobium sp. SCGC AG-212-E05 OX=1799655 GN=AYO42_01130 PE=3 SV=1,210,NO_HIT,,,,
tr|A0A177QY45|A0A177QY45_9PROT,tr|A0A177QY45|A0A177QY45_9PROT carbonic anhydrase OS=Betaproteobacteria bacterium SCGC AG-212-J23 OX=1799662 GN=AYO46_00710 PE=3 SV=1,247,8ca.beta.45,271.1,9.1e-84,247.0,381.0
tr|A0A177QZG4|A0A177QZG4_9PROT,tr|A0A177QZG4|A0A177QZG4_9PROT Carbonic anhydrase 2 OS=Betaproteobacteria bacterium SCGC AG-212-J23 OX=1799662 GN=AYO46_06990 PE=3 SV=1,197,NO_HIT,,,,
tr|A0A177S9J3|A0A177S9J3_PSEPU,tr|A0A177S9J3|A0A177S9J3_PSEPU Carbonic anhydrase OS=Pseudomonas putida OX=303 GN=AYO28_26665 PE=3 SV=1,212,8ca.alpha.45,16.8,1.5e-06,212.0,349.0
tr|A0A177SE24|A0A177SE24_9BACL,tr|A0A177SE24|A0A177SE24_9BACL carbonic anhydrase OS=Exiguobacterium sp. KKBO11 OX=1805000 GN=AYO36_07860 PE=3 SV=1,183,8ca.alpha.45,175.5,8.5e-55,183.0,349.0
tr|A0A177SRG8|A0A177SRG8_PSEPU,tr|A0A177SRG8|A0A177SRG8_PSEPU Carbonic anhydrase OS=Pseudomonas putida OX=303 GN=AYO28_12540 PE=3 SV=1,240,8ca.alpha.45,30.1,1.3e-10,240.0,349.0
tr|A0A177TX15|A0A177TX15_9BASI,tr|A0A177TX15|A0A177TX15_9BASI Carbonic anhydrase OS=Tilletia indica OX=43049 GN=A4X13_0g5148 PE=3 SV=1,330,8ca.alpha.45,23.7,1.2e-08,330.0,349.0
tr|A0A177URG2|A0A177URG2_9BASI,tr|A0A177URG2|A0A177URG2_9BASI Carbonic anhydrase OS=Tilletia caries OX=13290 GN=A4X03_0g1793 PE=3 SV=1,245,8ca.alpha.45,26.4,1.8e-09,245.0,349.0
tr|A0A177V807|A0A177V807_9BASI,tr|A0A177V807|A0A177V807_9BASI Carbonic anhydrase OS=Tilletia caries OX=13290 GN=A4X03_0g2610 PE=3 SV=1,311,8ca.alpha.45,21.2,6.9e-08,311.0,349.0
tr|A0A177VAM6|A0A177VAM6_9BASI,tr|A0A177VAM6|A0A177VAM6_9BASI Carbonic anhydrase OS=Tilletia caries OX=13290 GN=A4X03_0g1267 PE=3 SV=1,228,8ca.alpha.45,26.4,1.8e-09,228.0,349.0
tr|A0A177VFU7|A0A177VFU7_9BASI,tr|A0A177VFU7|A0A177VFU7_9BASI Carbonic anhydrase OS=Tilletia caries OX=13290 GN=A4X03_0g77 PE=3 SV=1,158,8ca.alpha.45,86.5,9.3e-28,158.0,349.0
tr|A0A177WHN8|A0A177WHN8_BATDL,tr|A0A177WHN8|A0A177WHN8_BATDL carbonic anhydrase OS=Batrachochytrium dendrobatidis (strain JEL423) OX=403673 GN=BDEG_23416 PE=3 SV=1,372,8ca.beta.45,166.4,6.2e-52,372.0,381.0
tr|A0A177WPN7|A0A177WPN7_BATDL,tr|A0A177WPN7|A0A177WPN7_BATDL Carbonic anhydrase OS=Batrachochytrium dendrobatidis (strain JEL423) OX=403673 GN=BDEG_25580 PE=3 SV=1,242,8ca.alpha.45,16.2,2.2e-06,242.0,349.0
tr|A0A177WWW1|A0A177WWW1_BATDL,tr|A0A177WWW1|A0A177WWW1_BATDL carbonic anhydrase OS=Batrachochytrium dendrobatidis (strain JEL423) OX=403673 GN=BDEG_27630 PE=3 SV=1,358,8ca.alpha.45,15.4,4.1e-06,358.0,349.0
tr|A0A177XYA2|A0A177XYA2_9VIBR,tr|A0A177XYA2|A0A177XYA2_9VIBR Carbonic anhydrase OS=Vibrio bivalvicida OX=1276888 GN=APB76_14180 PE=3 SV=1,222,8ca.alpha.45,19.8,1.8e-07,222.0,349.0
tr|A0A177Y4J2|A0A177Y4J2_9VIBR,tr|A0A177Y4J2|A0A177Y4J2_9VIBR Carbonic anhydrase OS=Vibrio bivalvicida OX=1276888 GN=APB76_02450 PE=3 SV=1,240,8ca.beta.45,264.6,8.9e-82,240.0,381.0
tr|A0A177Y7Y7|A0A177Y7Y7_9NOCA,tr|A0A177Y7Y7|A0A177Y7Y7_9NOCA Carbonic anhydrase OS=Rhodococcoides kyotonense OX=398843 GN=A3K89_11270 PE=3 SV=1,749,8ca.alpha.45,13.4,1.6e-05,749.0,349.0
tr|A0A177YK73|A0A177YK73_9NOCA,tr|A0A177YK73|A0A177YK73_9NOCA carbonic anhydrase OS=Rhodococcoides kyotonense OX=398843 GN=A3K89_18520 PE=3 SV=1,207,8ca.alpha.45,24.6,6.3e-09,207.0,349.0
tr|A0A177ZQK9|A0A177ZQK9_9BACI,tr|A0A177ZQK9|A0A177ZQK9_9BACI carbonic anhydrase OS=Lederbergia galactosidilytica OX=217031 GN=ABB05_13195 PE=3 SV=1,192,8ca.alpha.45,184.9,1.1e-57,192.0,349.0
tr|A0A178A9A5|A0A178A9A5_9PLEO,tr|A0A178A9A5|A0A178A9A5_9PLEO Carbonic anhydrase OS=Phaeosphaeriaceae sp. SRC1lsM3a OX=765868 GN=IQ06DRAFT_310995 PE=3 SV=1,176,8ca.alpha.45,83.5,7.9e-27,176.0,349.0
tr|A0A178AFS8|A0A178AFS8_9PLEO,tr|A0A178AFS8|A0A178AFS8_9PLEO Carbonic anhydrase OS=Phaeosphaeriaceae sp. SRC1lsM3a OX=765868 GN=IQ06DRAFT_297198 PE=3 SV=1,212,8ca.alpha.45,28.7,3.5e-10,212.0,349.0
tr|A0A178ANT9|A0A178ANT9_9PLEO,tr|A0A178ANT9|A0A178ANT9_9PLEO Carbonic anhydrase OS=Phaeosphaeriaceae sp. SRC1lsM3a OX=765868 GN=IQ06DRAFT_336755 PE=3 SV=1,288,8ca.alpha.45,21.5,5.4e-08,288.0,349.0
tr|A0A178AZI6|A0A178AZI6_9PLEO,tr|A0A178AZI6|A0A178AZI6_9PLEO Carbonic anhydrase OS=Phaeosphaeriaceae sp. SRC1lsM3a OX=765868 GN=IQ06DRAFT_292105 PE=3 SV=1,169,8ca.alpha.45,79.4,1.4e-25,169.0,349.0
tr|A0A178B6G0|A0A178B6G0_9PLEO,tr|A0A178B6G0|A0A178B6G0_9PLEO Carbonic anhydrase OS=Phaeosphaeriaceae sp. SRC1lsM3a OX=765868 GN=IQ06DRAFT_72368 PE=3 SV=1,327,8ca.beta.45,146.9,5.1e-46,327.0,381.0
tr|A0A178B821|A0A178B821_9PLEO,tr|A0A178B821|A0A178B821_9PLEO Carbonic anhydrase OS=Phaeosphaeriaceae sp. SRC1lsM3a OX=765868 GN=IQ06DRAFT_343599 PE=3 SV=1,141,8ca.alpha.45,16.5,1.8e-06,141.0,349.0
tr|A0A178BCL2|A0A178BCL2_9PLEO,tr|A0A178BCL2|A0A178BCL2_9PLEO Carbonic anhydrase OS=Phaeosphaeriaceae sp. SRC1lsM3a OX=765868 GN=IQ06DRAFT_341824 PE=3 SV=1,221,8ca.alpha.45,15.3,4.2e-06,221.0,349.0
tr|A0A178CN95|A0A178CN95_9EURO,tr|A0A178CN95|A0A178CN95_9EURO Carbonic anhydrase OS=Fonsecaea nubica OX=856822 GN=AYO20_08579 PE=3 SV=1,179,8ca.alpha.45,27.6,7.6e-10,179.0,349.0
tr|A0A178D2E4|A0A178D2E4_9EURO,tr|A0A178D2E4|A0A178D2E4_9EURO Carbonic anhydrase OS=Fonsecaea nubica OX=856822 GN=AYO20_05192 PE=3 SV=1,192,8ca.alpha.45,19.5,2.2e-07,192.0,349.0
tr|A0A178D8B1|A0A178D8B1_9EURO,tr|A0A178D8B1|A0A178D8B1_9EURO Carbonic anhydrase OS=Fonsecaea nubica OX=856822 GN=AYO20_02438 PE=3 SV=1,170,8ca.alpha.45,78.8,2.1e-25,170.0,349.0
tr|A0A178DA75|A0A178DA75_9EURO,tr|A0A178DA75|A0A178DA75_9EURO Carbonic anhydrase OS=Fonsecaea nubica OX=856822 GN=AYO20_02207 PE=3 SV=1,237,8ca.alpha.45,33.6,1.2e-11,237.0,349.0
tr|A0A178E642|A0A178E642_9PLEO,tr|A0A178E642|A0A178E642_9PLEO Carbonic anhydrase OS=Pyrenochaeta sp. DS3sAY3a OX=765867 GN=IQ07DRAFT_538270 PE=3 SV=1,168,8ca.alpha.45,71.3,3.9e-23,168.0,349.0
tr|A0A178EAQ9|A0A178EAQ9_9PLEO,tr|A0A178EAQ9|A0A178EAQ9_9PLEO Carbonic anhydrase OS=Pyrenochaeta sp. DS3sAY3a OX=765867 GN=IQ07DRAFT_585058 PE=3 SV=1,158,NO_HIT,,,,
tr|A0A178EBF6|A0A178EBF6_9PLEO,tr|A0A178EBF6|A0A178EBF6_9PLEO Carbonic anhydrase OS=Pyrenochaeta sp. DS3sAY3a OX=765867 GN=IQ07DRAFT_610104 PE=3 SV=1,211,8ca.alpha.45,22.9,2.1e-08,211.0,349.0
tr|A0A178EHG1|A0A178EHG1_9PLEO,tr|A0A178EHG1|A0A178EHG1_9PLEO Carbonic anhydrase OS=Pyrenochaeta sp. DS3sAY3a OX=765867 GN=IQ07DRAFT_628355 PE=3 SV=1,177,8ca.alpha.45,35.9,2.3e-12,177.0,349.0
tr|A0A178ELE5|A0A178ELE5_9PLEO,tr|A0A178ELE5|A0A178ELE5_9PLEO Carbonic anhydrase OS=Pyrenochaeta sp. DS3sAY3a OX=765867 GN=IQ07DRAFT_21561 PE=3 SV=1,328,8ca.beta.45,144.2,3.3e-45,328.0,381.0
tr|A0A178ERN8|A0A178ERN8_TRIRU,tr|A0A178ERN8|A0A178ERN8_TRIRU carbonic anhydrase OS=Trichophyton rubrum OX=5551 GN=A7C99_6678 PE=3 SV=1,311,8ca.beta.45,111.0,4e-35,311.0,381.0
tr|A0A178F6V7|A0A178F6V7_TRIRU,tr|A0A178F6V7|A0A178F6V7_TRIRU Carbonic anhydrase OS=Trichophyton rubrum OX=5551 GN=A7C99_0507 PE=3 SV=1,223,8ca.alpha.45,26.4,1.7e-09,223.0,349.0
tr|A0A178FA12|A0A178FA12_TRIRU,tr|A0A178FA12|A0A178FA12_TRIRU carbonic anhydrase OS=Trichophyton rubrum OX=5551 GN=A7C99_0637 PE=3 SV=1,283,8ca.beta.45,132.5,1.1999999999999999e-41,283.0,381.0
tr|A0A178FDA7|A0A178FDA7_TRIVO,tr|A0A178FDA7|A0A178FDA7_TRIVO Carbonic anhydrase OS=Trichophyton violaceum OX=34388 GN=A7D00_6245 PE=3 SV=1,237,8ca.alpha.45,26.2,2.1e-09,237.0,349.0
tr|A0A178FJ68|A0A178FJ68_TRIVO,tr|A0A178FJ68|A0A178FJ68_TRIVO carbonic anhydrase OS=Trichophyton violaceum OX=34388 GN=A7D00_3998 PE=3 SV=1,283,8ca.beta.45,132.5,1.1999999999999999e-41,283.0,381.0
tr|A0A178FJ72|A0A178FJ72_TRIVO,tr|A0A178FJ72|A0A178FJ72_TRIVO carbonic anhydrase OS=Trichophyton violaceum OX=34388 GN=A7D00_3156 PE=3 SV=1,311,8ca.beta.45,111.0,4e-35,311.0,381.0
tr|A0A178GIR2|A0A178GIR2_9GAMM,tr|A0A178GIR2|A0A178GIR2_9GAMM Carbonic anhydrase OS=Acinetobacter sp. SFD OX=1805635 GN=AY605_05385 PE=3 SV=1,228,8ca.beta.45,293.5,1.4999999999999999e-90,228.0,381.0
tr|A0A178GKW3|A0A178GKW3_9GAMM,tr|A0A178GKW3|A0A178GKW3_9GAMM carbonic anhydrase OS=Acinetobacter sp. SFD OX=1805635 GN=AY605_05290 PE=3 SV=1,204,8ca.alpha.45,32.0,3.7e-11,204.0,349.0
tr|A0A178HTC2|A0A178HTC2_9HYPH,tr|A0A178HTC2|A0A178HTC2_9HYPH Carbonic anhydrase OS=Devosia elaeis OX=1770058 GN=A3840_14170 PE=3 SV=1,212,NO_HIT,,,,
tr|A0A178J9Y0|A0A178J9Y0_9VIBR,tr|A0A178J9Y0|A0A178J9Y0_9VIBR Carbonic anhydrase OS=Vibrio europaeus OX=300876 GN=AZ468_22775 PE=3 SV=1,241,8ca.beta.45,270.6,1.2999999999999999e-83,241.0,381.0
tr|A0A178JAI6|A0A178JAI6_9VIBR,tr|A0A178JAI6|A0A178JAI6_9VIBR Carbonic anhydrase OS=Vibrio europaeus OX=300876 GN=can PE=3 SV=1,222,8ca.alpha.45,20.1,1.4e-07,222.0,349.0
tr|A0A178KH65|A0A178KH65_9GAMM,tr|A0A178KH65|A0A178KH65_9GAMM Carbonic anhydrase OS=Photobacterium jeanii OX=858640 GN=A3K86_10610 PE=3 SV=1,218,8ca.alpha.45,16.2,2.3e-06,218.0,349.0
tr|A0A178KPW6|A0A178KPW6_9STRE,tr|A0A178KPW6|A0A178KPW6_9STRE carbonic anhydrase OS=Streptococcus sp. CCUG 49591 OX=1860161 GN=A3Q39_07005 PE=3 SV=1,165,8ca.alpha.45,94.2,4.5000000000000004e-30,165.0,349.0
tr|A0A178LCW1|A0A178LCW1_9PSED,tr|A0A178LCW1|A0A178LCW1_9PSED Carbonic anhydrase OS=Pseudomonas oryzihabitans OX=47885 GN=A4V15_20770 PE=3 SV=1,238,8ca.alpha.45,30.8,8.3e-11,238.0,349.0
tr|A0A178LHM5|A0A178LHM5_9PSED,tr|A0A178LHM5|A0A178LHM5_9PSED Carbonic anhydrase OS=Pseudomonas oryzihabitans OX=47885 GN=A4V15_02670 PE=3 SV=1,235,8ca.alpha.45,28.0,5.8e-10,235.0,349.0
tr|A0A178LVL0|A0A178LVL0_MYCIR,tr|A0A178LVL0|A0A178LVL0_MYCIR Carbonic anhydrase OS=Mycolicibacterium iranicum OX=912594 GN=A4X20_20790 PE=3 SV=1,195,NO_HIT,,,,
tr|A0A178M4W6|A0A178M4W6_MYCIR,tr|A0A178M4W6|A0A178M4W6_MYCIR Carbonic anhydrase OS=Mycolicibacterium iranicum OX=912594 GN=A4X20_01710 PE=3 SV=1,206,8ca.alpha.45,22.5,2.7e-08,206.0,349.0
tr|A0A178MC82|A0A178MC82_9PROT,tr|A0A178MC82|A0A178MC82_9PROT Carbonic anhydrase OS=Magnetospirillum moscoviense OX=1437059 GN=A6A05_04040 PE=3 SV=1,208,NO_HIT,,,,
tr|A0A178MNL2|A0A178MNL2_9PROT,tr|A0A178MNL2|A0A178MNL2_9PROT Carbonic anhydrase 2 OS=Paramagnetospirillum marisnigri OX=1285242 GN=A6A04_01665 PE=3 SV=1,218,8ca.alpha.45,13.0,2.1e-05,218.0,349.0
tr|A0A178UCM2|A0A178UCM2_ARATH,tr|A0A178UCM2|A0A178UCM2_ARATH carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=AXX17_At5g03550 PE=3 SV=1,260,8ca.beta.45,142.4,1.2e-44,260.0,381.0
tr|A0A178UT81|A0A178UT81_ARATH,tr|A0A178UT81|A0A178UT81_ARATH Carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=At5g14740 PE=3 SV=1,259,8ca.alpha.45,15.8,3e-06,259.0,349.0
tr|A0A178UTI0|A0A178UTI0_ARATH,tr|A0A178UTI0|A0A178UTI0_ARATH Carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=AXX17_At5g14240 PE=3 SV=1,256,8ca.alpha.45,15.6,3.4e-06,256.0,349.0
tr|A0A178V4K1|A0A178V4K1_ARATH,tr|A0A178V4K1|A0A178V4K1_ARATH Carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=AXX17_At4g24320 PE=3 SV=1,267,8ca.beta.45,167.8,2.2e-52,267.0,381.0
tr|A0A178V4Q8|A0A178V4Q8_ARATH,tr|A0A178V4Q8|A0A178V4Q8_ARATH Carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=AXX17_At4g24320 PE=3 SV=1,478,8ca.beta.45,319.9,1.4000000000000001e-98,478.0,381.0
tr|A0A178V525|A0A178V525_ARATH,tr|A0A178V525|A0A178V525_ARATH Carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=AXX17_At4g38400 PE=3 SV=1,301,8ca.alpha.45,20.6,1.1e-07,301.0,349.0
tr|A0A178V615|A0A178V615_ARATH,tr|A0A178V615|A0A178V615_ARATH Carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=AXX17_At3g47150 PE=3 SV=1,284,8ca.beta.45,180.2,3.8999999999999997e-56,284.0,381.0
tr|A0A178VK19|A0A178VK19_ARATH,tr|A0A178VK19|A0A178VK19_ARATH Carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=AXX17_At3g00600 PE=3 SV=1,347,8ca.alpha.45,15.2,4.4e-06,347.0,349.0
tr|A0A178VLF2|A0A178VLF2_ARATH,tr|A0A178VLF2|A0A178VLF2_ARATH Carbonic anhydrase OS=Arabidopsis thaliana OX=3702 GN=At3g01500 PE=3 SV=1,336,8ca.alpha.45,15.3,4.1e-06,336.0,349.0
